PLAYER_NAME,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
C.J. Williams,MIN,29.0,0.5,0.8,0.545,0.1,0.2,0.5,0.1,0.1,1.0,0.2,0.3,0.667,0.2,0.6,0.375,0.3,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ McCollum,POR,27.0,2.2,4.2,0.54,0.8,1.8,0.427,1.0,2.0,0.51,1.4,2.7,0.524,1.1,2.8,0.4,1.6,4.3,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Miles,MEM,32.0,0.4,0.9,0.44,0.1,0.3,0.286,0.1,0.3,0.412,0.1,0.4,0.389,0.8,1.6,0.459,0.6,2.4,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Swanigan,SAC,22.0,0.6,1.2,0.52,0.2,0.5,0.3,0.1,0.3,0.167,0.0,0.1,0.0,0.0,0.3,0.143,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Payne,CLE,24.0,1.0,1.7,0.567,0.4,0.7,0.556,0.3,0.6,0.4,0.1,0.3,0.4,0.4,0.9,0.4,0.4,1.5,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Reynolds,MIN,24.0,0.2,0.6,0.364,0.1,0.2,0.5,0.3,0.4,0.714,0.0,0.2,0.0,0.6,1.6,0.355,0.6,1.1,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,BKN,24.0,2.8,5.0,0.558,0.7,1.8,0.37,0.4,1.1,0.405,0.1,0.3,0.333,0.4,1.2,0.306,0.8,2.7,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,HOU,35.0,1.3,2.1,0.619,0.2,0.5,0.4,0.5,1.1,0.455,0.5,1.0,0.5,0.4,2.2,0.182,2.0,5.1,0.392,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedi Osman,CLE,24.0,2.1,3.6,0.58,0.3,0.9,0.294,0.3,0.7,0.44,0.3,0.8,0.344,0.7,1.9,0.367,1.1,3.1,0.354,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Chandler Hutchison,CHI,23.0,1.4,2.4,0.587,0.4,0.9,0.415,0.0,0.2,0.0,0.1,0.1,0.667,0.2,0.7,0.345,0.1,0.4,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chandler Parsons,MEM,30.0,0.9,1.7,0.512,0.2,0.5,0.5,0.1,0.5,0.231,0.2,0.6,0.429,0.6,1.8,0.318,0.6,2.2,0.296,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0
Channing Frye,CLE,36.0,0.1,0.2,0.571,0.1,0.2,0.286,0.0,0.2,0.0,0.1,0.3,0.455,0.3,1.0,0.267,0.6,1.5,0.415,0.1,0.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0
Chasson Randle,WAS,26.0,0.8,1.4,0.543,0.1,0.3,0.286,0.0,0.1,0.167,0.0,0.2,0.182,0.2,0.8,0.324,0.7,1.6,0.423,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Diallo,NOP,22.0,1.7,2.4,0.711,0.5,1.0,0.559,0.3,0.6,0.472,0.2,0.3,0.526,0.0,0.1,0.167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chimezie Metu,SAS,22.0,0.3,0.7,0.389,0.4,0.7,0.588,0.1,0.4,0.222,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Boucher,TOR,26.0,0.8,1.3,0.611,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.5,0.538,0.2,0.9,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Chiozza,HOU,23.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.4,0.333,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,HOU,34.0,0.8,1.5,0.529,0.4,1.2,0.388,1.2,2.5,0.479,0.5,1.1,0.5,0.6,1.8,0.324,1.5,4.2,0.369,0.1,0.2,0.556,0.0,0.0,0.0,0.0,0.1,0.333
Christian Wood,NOP,23.0,2.2,3.2,0.683,0.2,0.8,0.25,0.2,0.3,0.6,0.1,0.3,0.2,0.2,0.6,0.3,0.4,0.9,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Capela,HOU,25.0,6.7,9.7,0.691,0.4,1.2,0.346,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,CHA,26.0,3.0,5.0,0.606,0.6,1.1,0.545,0.1,0.4,0.211,0.0,0.0,0.0,0.0,0.2,0.25,0.1,0.3,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Sexton,CLE,20.0,2.5,4.7,0.518,0.4,1.2,0.351,0.6,1.6,0.388,0.9,2.4,0.389,0.8,2.1,0.402,1.1,2.6,0.403,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,SAC,33.0,1.2,1.8,0.632,0.0,0.4,0.083,0.0,0.2,0.2,0.0,0.1,0.5,0.2,0.9,0.241,0.2,0.5,0.412,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Cory Joseph,IND,27.0,0.8,1.3,0.596,0.3,0.8,0.379,0.4,0.9,0.446,0.5,1.3,0.394,0.3,1.0,0.342,0.5,1.4,0.33,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.25
Courtney Lee,DAL,33.0,0.4,0.7,0.545,0.1,0.3,0.556,0.2,0.5,0.429,0.3,0.8,0.458,0.5,1.0,0.457,0.1,0.7,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,CHI,26.0,1.4,2.3,0.593,0.1,0.3,0.316,0.1,0.1,0.429,0.1,0.1,0.429,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,BKN,23.0,1.8,3.3,0.531,1.0,2.2,0.44,1.4,2.8,0.507,1.0,2.3,0.44,1.0,2.5,0.396,2.0,5.7,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Augustin,ORL,31.0,1.6,2.7,0.587,0.2,0.7,0.345,0.2,0.6,0.356,0.2,0.4,0.486,0.7,1.4,0.487,1.0,2.5,0.402,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.1,0.0
D.J. Wilson,MIL,23.0,0.8,1.5,0.534,0.1,0.4,0.389,0.2,0.4,0.389,0.1,0.3,0.25,0.5,1.3,0.383,0.5,1.4,0.362,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Stephens,MEM,28.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Dairis Bertans,NOP,29.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.4,0.294,0.6,2.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,GSW,24.0,2.0,2.8,0.731,0.1,0.1,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,POR,28.0,3.4,6.2,0.541,0.3,0.9,0.386,0.5,1.2,0.396,1.0,2.0,0.491,1.0,2.4,0.4,2.2,5.8,0.375,0.3,0.8,0.348,0.0,0.0,0.0,0.0,0.0,0.0
Damion Lee,GSW,26.0,0.3,0.6,0.5,0.2,0.3,0.556,0.1,0.4,0.364,0.3,0.5,0.571,0.5,1.1,0.486,0.4,1.2,0.324,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damyean Dotson,NYK,25.0,1.0,1.8,0.562,0.1,0.4,0.143,0.2,0.6,0.419,0.6,1.4,0.44,1.1,2.3,0.473,1.0,3.1,0.317,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Hamilton,ATL,23.0,0.7,1.3,0.522,0.1,0.4,0.143,0.1,0.3,0.25,0.1,0.1,0.5,0.3,0.9,0.313,0.2,0.4,0.429,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,BOS,27.0,1.5,2.1,0.725,0.1,0.3,0.333,0.1,0.2,0.333,0.1,0.3,0.286,0.1,0.3,0.35,0.3,0.8,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Gallinari,LAC,30.0,2.1,3.6,0.571,0.3,0.7,0.458,0.5,1.1,0.459,0.5,1.4,0.34,0.9,2.0,0.423,1.8,4.1,0.437,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Danny Green,TOR,32.0,0.7,1.1,0.582,0.1,0.4,0.314,0.2,0.4,0.536,0.2,0.3,0.444,1.5,3.2,0.468,1.1,2.4,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
